row_id	split	note	sentiment	theme	assureur	snippet
3481	train	4.0	positive	Customer Service	APRIL	"For the moment, I am satisfied with reception, responsiveness and await the rest. Faithful customer, I was disappointed with the ""all vaccination"" behavior of t"
3483	train	1.0	negative	Other	Direct Assurance	Until then I was rather satisfied until the day I needed to replace one of the windows of the hard top of my pick-up, I do not know how she was broken but he as
3484	train	5.0	positive	Customer Service	Génération	Mutual of my employer, I took the additional option and I do not regret at all, the excess fees are well taken care of for specialists and hospitalizations. Tel
3486	train	5.0	positive	Pricing	Direct Assurance	Very effective and cost for any information and information is very clear. Several solutions are offered when the customer asks questions
3488	train	1.0	negative	Pricing	L'olivier Assurance	I subscribed to the Olivier Insurance a year ago for its attractive price. A year later he increases me my contributions which go from 37 euros to 60 euros per 
3489	train	5.0	positive	Pricing	Direct Assurance	Simple quick and clear quote. Competitive prices except for franchises but I am satisfied with the offer offered for my vehicle by Direct Assurances Avanssur.
3492	train	4.0	positive	Claims Processing	Direct Assurance	I am satisfied with the service, but having 50% bonus and having no claim since 2019, I find that the increase for the year 2021 is excessive and is not at all 
3494	train	1.0	negative	Customer Service	Néoliane Santé	Caroline I was shot for an offer and very quickly, I was offered to subscribe. So I found myself with an unnecessary contribution (based on the argument of a de
3495	train	1.0	negative	Cancellation	Allianz	My new insurer terminated my Allianz Auto contract in May 2021, but the company did not take into account the termination and still continues today to take me (
3502	train	5.0	positive	Customer Service	L'olivier Assurance	I am very satisfied, very quickly supported and the very attractive price unbeatable. The most important thing is human contact and the availability of advisers
3503	train	2.0	negative	Customer Service	Santiane	Santiane, online insurance leader and probably leader of non -compliance with his customers. Received 3 third -party cards paying in 1 month. A request for a qu
3507	train	1.0	negative	Claims Processing	Sogessur	Ensured as an optimal home warranty with garden and swimming pool packs: 120 euros per month. On February 3, 2 trees fell on the property of my neighbor. No car
3512	train	4.0	positive	Customer Service	Direct Assurance	I am satisfied with the pleasant and professional interlocutor service on the phone, very responsive very good value for money, Lia Drive Box very practical for
3515	train	2.0	negative	Customer Service	Allianz	Life insurance: no customer follow-up and if it gives its opinion, we do not answer, we do not answer, we still do not answer ...
3518	train	5.0	positive	Customer Service	L'olivier Assurance	Very satisfied, simple and fast and the very attractive prices I recommend the insurance the olive tree, the advisor very attentive and offers very interesting 
3522	train	1.0	negative	Customer Service	Allianz	Mediocre customer service. When there is a pb, very difficult to treat it
3526	train	5.0	positive	Customer Service	L'olivier Assurance	Optimal service quality. Attachment price! Good advice on the phone and strong friendly! Knows his work well and knows how to guide the customer effectively!
3532	train	5.0	positive	Customer Service	L'olivier Assurance	The prices and the sales department was very satisfactory. I hope I will remain in the long term. The use of the Internet platform and the customer area are als
3534	train	5.0	positive	Other	APRIL Moto	Satisfied with the clarity of the explanations, the speed of implementation and the kindness of the interlocutor. Attractive rates. For the moment everything is
3535	train	5.0	positive	Claims Processing	L'olivier Assurance	I am delighted with the responsiveness of the insurance olive tree on my last claim - not responsible - my vehicle is repaired correctly (1st unavailable repair
3536	train	5.0	positive	Pricing	Direct Assurance	I am fully satisfied with the annual rate offered for my car insurance that I have just taken out in relation to the price of my current insurance, to be seen o
3540	train	1.0	negative	Claims Processing	Gan	Hello everyone, I see, that there is at least one constant at the gan provident, it's time they take to study the files, I have been in work stopping since Febr
3544	train	1.0	negative	Customer Service	Cegema Assurances	No answer to my questions either by email or by phone. They never answer on the phone and even less to the email. I advise against Cegema very strongly
3549	train	1.0	negative	Customer Service	MACIF	Service at the head of the customer and telephone management so as not to have traces written by trainees or staff in training behind who are dismissed the mana
3555	train	1.0	negative	Pricing	Pacifica	If you are looking for a sustainable insurance, run away .... at the first disaster, they give you the deductible of around 150 € but .... a very poisoned gift 
3556	train	5.0	positive	Pricing	APRIL Moto	I am really satisfied with speed to make sure I find its very practical and I recommend it, the price is very good and the means to pay 2 monthly payments inste
3561	train	4.0	positive	Pricing	Direct Assurance	I have not yet made a decision I wish to receive the quote with the various services with the guarantees and options. I will ask to be recalled. Cordially
3562	train	1.0	negative	Customer Service	Generali	I do not recommend but really not at all !!! Having someone on the phone for any question is impossible, for any request no answer and many other things ...
3564	train	1.0	negative	Customer Service	SwissLife	Difficult to make more incompetent. I subscribe to them a provident contract in May 2019, which was to enter into force on January 1, 2020. Worrying not to see 
3569	train	1.0	negative	Enrollment	Néoliane Santé	To be proscribed imperative !! These people with dubious methods take advantage of your business creation to become an interlocutor more involved in administrat
3571	train	1.0	negative	Pricing	L'olivier Assurance	I am satisfied with the service. The prices are very satisfactory in the face of competition The quote and the contract were rapid and effective. Thank you
3577	train	3.0	neutral	Pricing	L'olivier Assurance	I find the price too imposing by contribution at the price of competitors, since we do everything on the Internet, also the price of subscription costs. Nothing
3580	train	1.0	negative	Customer Service	Allianz	Hours spent on the phone trying to reach them. An incompetent auto customer service by taking almost 1 month to process a single vehicle session document. Almos
3581	train	4.0	positive	Pricing	L'olivier Assurance	I am satisfied value for money and services Welcome and speed The explanations are clear thank you very much continue as good day
3586	train	4.0	positive	Customer Service	AMV	I am satisfied with service ... The prices suit me ... Simple and practical ... And the very good simptie of telefonious service person. Thank you...
3592	train	4.0	positive	Customer Service	L'olivier Assurance	Very satisfied with my interlocutor that I had on the phone she explains to me well and answered my questions I would recommend your business to my friends
3597	train	4.0	positive	Other	Santiane	Interlocutor Khalid was able to answer my questions very well and give me advice adapted to my request. I am satisfied with it. Cordially. Ahmed Ayed
3600	train	5.0	positive	Pricing	Direct Assurance	I am very satisfied with the prices. Simple and practical. Nothing to say is perfect. I recommend your company without problem. I use the internet a lot and it 
3602	train	4.0	positive	Other	GMF	Certainly good insurance. I keep the habitat insurance with GMF. I went to Maaf for the car, because Maaf for their 70th anniversary offered 70 € .... that's it
3608	train	1.0	negative	Other	Mercer	Slow, procedural and complex. Really not accessible for a retiree unomanned to administrative mazes. A situation that has deteriorated over time.
3609	train	1.0	negative	Claims Processing	Harmonie Mutuelle	Be careful they lie not to reimburse the care. Indeed they refused me dental reimbursements which I had confirmation must be reimbursed. I'm not talking about o
3610	train	5.0	positive	Customer Service	L'olivier Assurance	Effective insurance, at very correct pricing. Clear and precise customer service responses (telephone contact), I highly recommend !!!
3613	train	4.0	positive	Coverage	L'olivier Assurance	very satisfied with the prices variants from single to double with my old agency contract even with young permits ;; A simplicity of online procedure and or an 
3614	train	4.0	positive	Coverage	AMV	I am satisfied, easy to make sure via the site, very functional and fast. Reasonable price and satisfactory coverage. I will talk about AMV
3621	train	4.0	positive	Customer Service	MGP	Client for over 30 years I have never had to complain about the MGP. For me it is the top of the mutual insurance company always listening to us, reactive, no w
3624	train	1.0	negative	Coverage	Crédit Mutuel	Collapsed barn. And we are told not to take care of anything because not maintained. For this barn, insurance was 300 euros per year, settled for nothing for 20
3630	train	1.0	negative	Coverage	MACIF	Contribution at 70 € The agency manager imposes me a high driver warranty which doubles the annual subscription, invites the customer to go see elsewhere, and b
3631	train	3.0	neutral	Enrollment	Santiane	To avoid seriously. They take ahead of the subscription. Until then everything is fine ... lol .. the worst and to come for 2 months that I have subscribed and 
3635	train	5.0	positive	Customer Service	L'olivier Assurance	The lowest prices on the market according to the different quotes that I made. Very professional advisor on the phone for the subscription of the contract.
3636	train	1.0	negative	Other	SwissLife	Intervention deleted at the request of the Internet user.
3638	train	3.0	neutral	Pricing	Direct Assurance	The prices are very attractive but I find obscure the explanation of the 2 months to pay in advance while on the schedule I will pay again 1 month after
3639	train	1.0	negative	Claims Processing	Cegema Assurances	I share the opinions that I have just read, I travel the same difficulties with this mutual, not serious at all, do not answer or rarely answer questions and ab
3642	train	5.0	positive	Enrollment	L'olivier Assurance	I am satisfied with the service, very kind interlocutor. Best price. Lack the mobile application to be perfect. I hope he will have a great application
3645	train	2.0	negative	Pricing	GMF	Simple and effective but uncompromising price, and which increases quickly - much faster than my salary. I have 3 insurances at home and no advantage, for the n
3649	train	1.0	negative	Customer Service	Santiane	Mutual to flee, never receives the documents sent, does not make the junction between the security and the mutual, it is necessary to revive several times. Very
3651	train	1.0	negative	Pricing	GMF	GMF insurance premium 772.13 € 2020 I break a rear view mirror on my vehicle Garage invoice 537.12 € GMF reimbursement 343.12 € Increase in my GMF insurance pre
3655	train	2.0	negative	Pricing	Direct Assurance	The prices of the contribution increase each year by 40 euros, may be necessary to stop these increases a given moment. Here it continues like that next year I 
3660	train	1.0	negative	Claims Processing	Direct Assurance	Insured all risks. An accident declare 0% responsible by D.A. I had to advance the deductible not in accordance with the contract! And I always expect the reimb
3664	train	4.0	positive	Coverage	Néoliane Santé	My correspondent responded very favorably to my expectations because it was in an emergency. I am satisfied with the provisional document received, because I aw
3665	train	5.0	positive	Pricing	L'olivier Assurance	I am very satisfied with your services and the very attractive price and the maintenance that I had with the salesperson was very clear and well explanatory.
3670	train	5.0	positive	Pricing	APRIL Moto	The price is attractive it will remain to be seen how it manages when there is an accident because it is at this moment that we really see the value of the insu
3671	train	4.0	positive	Pricing	L'olivier Assurance	The price offered by the Olivier Insurance is very interesting. The contract is clear. The website is very easy to use, we spot well and we find the information
3672	train	4.0	positive	Claims Processing	Direct Assurance	A little expensive despite the fact of not taking a pack, and a pity not to have greater compensation coverage without having a loan vehicle. Because indeed in 
3673	train	1.0	negative	Other	Mgen	The worst mutual that exists. I subscribed to them and I bit my fingers. Previously when I changed my glasses I had about 50 € of my pocket. On the advice of th
3675	train	2.0	negative	Pricing	Active Assurances	Formal notice for a so -called closed bank account. The bank indicates that the account is indeed open. Problem that arrives 1 month out of 2 which forces me to
3677	train	4.0	positive	Claims Processing	Direct Assurance	I am satisfied with the quality report, never concerns, if delay in payment they are understanding. I highly recommend . Quite reactive when you need
3679	train	5.0	positive	Customer Service	L'olivier Assurance	I am very satisfied thank you very much the team L'Olivier a very good welcome always listening we always welcome to you and I am too containing customer at hom
3682	train	3.0	neutral	Customer Service	Assur O'Poil	hello, I would like to focus with Assuropoil, but it is very difficult to have them on the phone, and I find the rates a little excessive. What is the best form
3688	train	1.0	negative	Customer Service	Mercer	Unreachable, do not answer emails. Waiting time on the phone paying and extremely long. How such a company can still exist. Why companies (leader in customer se
3689	train	4.0	positive	Customer Service	L'olivier Assurance	Simple effective but beware of the price. What is good with them is the speed on the phone, the kindness and professionalism of operators does not seek to sell 
3690	train	3.0	neutral	Other	MAIF	No flexibility competition is cheaper on the same product.
3691	train	4.0	positive	Pricing	Direct Assurance	I am satisfied with the prices offer by Direct Assurances hoping that your reputation for taking care of your customers in the event of problems. (And I hope ne
3692	train	1.0	negative	Claims Processing	Allianz	I am assured through a bank card (black) It's been 5 months that I try to obtain a reimbursement of a trip canceled following an accident. The height of stupidi
3693	train	5.0	positive	Customer Service	Zen'Up	I have been satisfied with my experience so far. Difficult to say more at this stage. The interface is good, customer relations on the phone too.
3694	train	1.0	negative	Other	AXA	I myself lost money in case fees %, negative performance and finally unjustified exit costs. Me and my wife have lost more than € 2,500 over 1 year with € 40,00
3699	train	1.0	negative	Claims Processing	MAAF	Ditto - Tented after 18 years of good and loyal service, in short we are the milk cows that feed their wallets but beware of us when we derogate from the beauti
3702	train	2.0	negative	Claims Processing	Direct Assurance	Satisfied as long as nothing happens. 100% non -responsible accident, our car is assessed at a bite of bread. Of course we do not have the ways to do a counter 
3705	train	5.0	positive	Other	L'olivier Assurance	Very good insurance, the advisers are very professional and courteous, they are looking for a solution with each problem and quickly, I advise this insurance if
3706	train	2.0	negative	Claims Processing	Allianz	Insurance makes me pay for my roof but refuses to intervene in the loss under the pretext of dilapidation of this one Delays in reimbursements Contemptious atti
3707	train	4.0	positive	Customer Service	MGP	Customer service accessible quickly. Specific information. Competent and attentive staff.
3711	train	2.0	negative	Pricing	Matmut	I was insured Matmut for my vehicles and my home for 49 years by trusting this insurer. When I asked for a quote to ensure a 3rd vehicle, I realized that this g
3712	train	1.0	negative	Claims Processing	Direct Assurance	For the past three days I have been trying to make a claim with Direct Insurance The advisers can never be reachable I do not recommend engaging with this insur
3714	train	5.0	positive	Claims Processing	L'olivier Assurance	I have been at the Olivier Insurance for three years whether by internet or phone they are fast pleasant and my always found solutions. The price is very compet
3716	train	5.0	positive	Pricing	Direct Assurance	I am satisfied the prices too thank you I recommend, thank you, however I have a second car and I have no reduction, nor a commercial gesture
3718	train	4.0	positive	Customer Service	L'olivier Assurance	I am satisfied with the service. Fast and effective. All the people I have on the phone are very pleasant and help us in our efforts.
3719	train	1.0	negative	Enrollment	Mgen	Thank you the Mgen .... Pay a subscription and wait like Pénélope .. I gave birth in December and I did not receive my daughter's birth bonus. More than 300 eur
3722	train	1.0	negative	Pricing	Direct Assurance	Faithful customer for 5 years now, I absolutely do not understand the price you offer that increased by 23% in 5 years !!!! Especially since by subscribing to a
3724	train	5.0	positive	Enrollment	SantéVet	I do not understand the negative opinions on HealthVet. I have been assured at home for 14 years, for my dog ​​and one of my cats. Everything has been clear sin
3728	train	4.0	positive	Pricing	APRIL Moto	For a 1st insurance, the price is more than correct I cannot judge the quality of the served, I haven't faced it yet I hope I never have to use the services off
3735	train	2.0	negative	Customer Service	Direct Assurance	Ok, good price, customer service by phone leaves something to be desired I have already been a client for over 3 years and I was very badly informed by your tel
3738	train	2.0	negative	Claims Processing	Matmut	Faithful client for over 17 years and I am disappointed. No claims responsible except for the broken ice (like everyone) all my insurance at home, family, two c
3740	train	4.0	positive	Customer Service	Génération	Good mutual, fast reimbursement within 4 days on average, fast customer service with kind advisers and response to the quote in 2 days. Perhaps designing websit
3743	train	5.0	positive	Pricing	Direct Assurance	I am very satisfied with the interlocutor during our telephone interview, he showed a lot of patient, empathy of professionalism. We seem to have a good value f
3746	train	3.0	neutral	Pricing	Direct Assurance	Insurance at the top quality and price reasonable simple net service I highly recommend direct insurance here is thank you for all this simplicity and again bra
3747	train	2.0	negative	Pricing	L'olivier Assurance	I am very disappointed with the file follow -up for the insurance of a 2nd vehicle at home. I had 3 interlocutors without finalizing the quote. I had to recall 
3757	train	3.0	neutral	Customer Service	Direct Assurance	I am satisfied with the service, clear and well done. The prices are affordable and the function of You Drive allows me to benefit from discounts when I do not 
3765	train	5.0	positive	Claims Processing	MGP	Ease of use of the site, and very effective and reactive people. As for the mutual of very good reimbursements, very reasonable prices and top services. Very ha
3767	train	2.0	negative	Enrollment	Direct Assurance	In December a salesperson makes me a proposal that I sign and in January another which does not understand anything on my date of aquisition of the vehicle want
3771	train	1.0	negative	Customer Service	Direct Assurance	A beautiful skewer of incapable, and incompetent! TO FLEE !!! Unable to coordinate to inform the customer, to terminate insurance with them must get up early in
3775	train	2.0	negative	Other	Direct Assurance	I am assured at all risks plus Eye Serenity for more than 4 years and the day I broke down in a zero place by with my family I called my insurance he said to me
3776	train	2.0	negative	Enrollment	Direct Assurance	Good insurance as long as you don't need your services ... The prices are low, it is true, but each intervention on their part is accompanied by exorbitant fran
3780	train	5.0	positive	Customer Service	L'olivier Assurance	I am very very satisfied with prices and telephone reception I save by grouping my contracts over 50 percent of my budget
3784	train	1.0	negative	Claims Processing	MACIF	Incredible !!! ... Impossible to have the slightest reliable information on the follow -up of my loss file that has lost for several months without the Macif in
3785	train	1.0	negative	Pricing	Direct Assurance	Increase in annual contributions without any claim. Almost € 10/month more an increase of € 100 per year without having had no problem.
3786	train	5.0	positive	Pricing	Direct Assurance	Fast, simple, efficient, the very intuitive site! The most correct price that I was able to find compared to other insurances ... So, here, price and coverage a
3790	train	1.0	negative	Claims Processing	MAIF	Water damage 1 month from my wife's delivery: the ceiling drops in the living room after cracking for 2 weeks. We immediately called the MAIF but that does not 
3793	train	5.0	positive	Customer Service	GMF	I am satisfied with the service, available on the phone quickly, fast management. No need to move to set up a contract, facilities of payments.
3797	train	2.0	negative	Pricing	Intériale	The prices are attractive certainly. But when paying they are not so much. And I can testify. They are still late. When you miss a paper they send you a letter 
3802	train	1.0	negative	Claims Processing	AXA	A loan vehicle after 7 days. insistence when I am entitled to it. The vehicle is not in the place indicated and causes half a day to be more than 2 hours of wor
3803	train	1.0	negative	Pricing	L'olivier Assurance	Insurance to avoid if you have to assist one day ... Vehicle insured all risks, we broke down yesterday in Corsica and come painfully to a garage. Today call fo
3804	train	4.0	positive	Other	Direct Assurance	I am satisfied: practical, simple accessible to all allows me to make an immediate and reassuring comparison, moreover; Thank you for all of this
3805	train	1.0	negative	Pricing	Eca Assurances	Hello I have subscribed to premium insurance for my French bulgogue 4 months ago to be serene today my dog ​​makes epilepsy I get out of 1500 euros in costs and
3806	train	4.0	positive	Customer Service	MGP	Always a good listening, available advisers who take the time to answer questions. I am quite satisfied with the MGP mutual insurance company for 30 years !!!
3808	train	1.0	negative	Customer Service	CNP Assurances	Since March 1, I have always been my quarterly annuity. I come up against a wall. 10 phone calls to the service concerned, always the same answer: Computer prob
3813	train	1.0	negative	Cancellation	Néoliane Santé	To flee! Relaunch letter after termination. Everything is faced to confuse and recover money: recovery letters, happy threat, when you call: you shouldn't take 
3817	train	2.0	negative	Customer Service	Eurofil	Following a sinister flight, the vehicle is found and there begins an endless war with experts and Eurofil, for the replacement of barrels, no communication, fe
3822	train	1.0	negative	Customer Service	AXA	Hello, early 1990 an AXA advisor offered me life insurance that I subscribed certifying me of good yield. In 2002 I had the visit of a new advisor who offered t
3823	train	2.0	negative	Claims Processing	MAIF	For over 35 years, I have been in Maif for over 35 years, I have encountered serious problems in managing a water damage that lasted more than five years, two o
3824	train	5.0	positive	Other	L'olivier Assurance	I have subscribed very quickly, the website is really very easy to use.
3829	train	1.0	negative	Claims Processing	MAAF	Customer for more than 20 years (home, motorcycle, car, child, ...) we have undergone a storm that did damage to our roof and dependence. An expert has passed a
3830	train	3.0	neutral	Enrollment	APRIL Moto	would have deserved a commercial gesture that I had asked for a first subscription c is a shame .... the advisers who respond to entrenched behind no I have no 
3831	train	5.0	positive	Customer Service	Matmut	Customer for over 10 years agency Matmut AV.Maginot Tours Nord.
3833	train	4.0	positive	Claims Processing	GMF	I am satisfied with the price service and the ease of processing in the process I have not yet needed insurance refund, fortunately
3838	train	1.0	negative	Customer Service	Mercer	Mercer is no service, no follow -up, no response to the insured as well as to health professionals. Mercer net is no follow -up, no response to requests ... It 
3840	train	4.0	positive	Customer Service	APRIL Moto	Very well positioned and fast process I liked the fairly insistent customer service calls less in order to make me conclude the contract by phone
3855	train	1.0	negative	Claims Processing	Mutuelle des Motards	Surprise by receiving my new schedule, increase of € 6 per month for 50% bonuses no claim and of course 6 months in 2020 during which the motorcycle did not mov
3857	train	2.0	negative	Other	Néoliane Santé	On the other hand the girl Iman who replied to my call today on 03/11/2021 was competent, kind and understandable, on the other hand the people who had to answe
3858	train	5.0	positive	Customer Service	MAAF	Hello everyone I am like Babet surprised with all these negative comments for my part made several years that I am at the maaf for all of my goods and frankly t
3859	train	3.0	neutral	Pricing	Néoliane Santé	Better guaranteed/price ratio, best guaranteed/price ratio ...
3860	train	2.0	negative	Pricing	APRIL Moto	Perfect responsiveness. Slightly high price for a 50cc First time with this insurance Business
3862	train	3.0	neutral	Other	MGP	I am satisfied even if I have encountered some problems with the MGP during it is 21 years. Good listening in general Regarding the slightly high price but not 
3863	train	4.0	positive	Coverage	Direct Assurance	Same guarantees to save + 200 euros compared to my current insurance. Contract subscribed by internet in 15 min! Fast and effective ..
3864	train	5.0	positive	Other	Santiane	real professionals. For 6 years I have been doing my contracts with them every year I redo the point with them and each time a complete assistance thank you
3871	train	3.0	neutral	Customer Service	Direct Assurance	I am satisfied with services and responsiveness but I find that I pay dear more the years spend more I feel like paying dear, I will just make quotes elsewhere 
3872	train	4.0	positive	Customer Service	Santiane	Waiting time satisfactory reception very pleasant Alicia is very kind very professional very competent her answers are clear and complete 10/10 for Alicia
3885	train	2.0	negative	Claims Processing	MAAF	I stole my vehicle in 2016, registered in agency I am given a number then the nightmare The key to my vehicle was deroted in my father's garage of this fact for
3888	train	5.0	positive	Enrollment	L'olivier Assurance	In the jungle of the world of automotive insurance, I fell a little by chance on the Olivier Assurances. Above all, I was seduced for the amount of contribution
3890	train	5.0	positive	Customer Service	L'olivier Assurance	Hello, I am satisfied with the service offered and the kindness and professionalism of the advisers I had on the phone. Keep going ! Cordially
3891	train	1.0	negative	Pricing	Matmut	Flee Flee at high speed the matmut matmut assures nothing but ad victim of a stripping of waters with consequence Merle cost of treatment 8200 euros nothing is 
3892	train	5.0	positive	Customer Service	L'olivier Assurance	I am satisfied with the service offered by olivine assurance the procedure are not long and the advisers are listening I highly recommend
3893	train	4.0	positive	Other	L'olivier Assurance	Well but I could not benefit from the promo code of my godfather because I went through a comparator: too bad. I can give my opinion when I have to use insuranc
3895	train	5.0	positive	Customer Service	Néoliane Santé	Very good listening advisor and you keep her commitment to help me to solve my problem! 10 stars for Saliha
3896	train	4.0	positive	Customer Service	Santiane	Thanks to Erika for her clear answers. Not a lot of waiting before being in communication. Good support. Thanks again.
3898	train	1.0	negative	Claims Processing	Mercer	Shameful waiting for reimbursement since April at the beginning it was well now I am disappointed if you call it answers you that your file is in short except t
3899	train	3.0	neutral	Claims Processing	Néoliane Santé	I strongly advise against this mutual company even by taking the most at the reimbursements for dental or eye costs they do not even reimburse you a quarter of 
3901	train	3.0	neutral	Enrollment	Direct Assurance	My subscription was increased when I had a bonus. Whatever the reasons they are not valid because my different motorcycle insurance has dropped me the price of 
3903	train	4.0	positive	Pricing	L'olivier Assurance	Efficient ! and practical Good value for money in comparison with other insurers Good welcome Possibility of modulating your prices and franchise and pack accor
3904	train	4.0	positive	Claims Processing	GMF	I have been insured since 1978 for vehicles and since 1980 for the home. No problem reporting all my claims have always been treated without any problems.
3907	train	5.0	positive	Pricing	Direct Assurance	Very intuitive and fast interface interface. Pricing is very attractive for better coverage, it is still incredible Bravo for everything
3909	train	1.0	negative	Pricing	Santiane	I have just been contacted by an advisor when I just started my comparative research on the net, in less than 5 minutes time, I was called. A man with an ultra 
3910	train	5.0	positive	Customer Service	L'olivier Assurance	Very satisfied Pleasant and attentive staff To see later but for the moment nothing to be complained than positive I recommend all those around me
3914	train	5.0	positive	Other	Direct Assurance	Satisfied with the fluidity of the site to subscribe to my car insurance. The prices are competitive. 1st experience with Direct Insurance. To be continued in t
3917	train	1.0	negative	Customer Service	Mutuelle des Motards	I was the victim of a flight of my motorcycle in my home. By a fallacious interpretation on their part, I have and never would have compensation from them ... W
3918	train	5.0	positive	Other	L'olivier Assurance	I am very happy everything was very clear and inexpensive .c is really cool thank you. I finally recommend insurance that does not steal us !!!
3927	train	2.0	negative	Pricing	Direct Assurance	You will then have better price and I got the wrong bonus I am at 0.68 Aulieu from 0.72 please modify the price please thank you very much
3928	train	5.0	positive	Enrollment	Direct Assurance	I am happy with the price and speed to make sure. Glad to be part of the Direct Assurance family. I said twice happy it's a good sign.
3930	train	2.0	negative	Claims Processing	Matmut	I was in a situation that I could not pay for months I called them to pay by mandate they refused and it makes me a pain
3939	train	2.0	negative	Cancellation	Afer	Partial withdrawal impossible on AFER & me The AFER & I website is completely faulty !! It has been the 3rd time in a quarter that I have difficulty making a pa
3946	train	3.0	neutral	Enrollment	Mutuelle des Motards	I have several cars insured at La Maif, of which I have been a member for a very long time. I also assured my motorcycles with this mutual insurance . This is t
3947	train	2.0	negative	Claims Processing	MAAF	No. Incompetence. Very long ... Water damage in early March, and still nothing. My stay ceiling is collapsed. Still nothing despite our requests. Flee this insu
3948	train	2.0	negative	Cancellation	Direct Assurance	Termination for only a few days late for an information statement which does not have my still provided by my former insurer, a shame
3949	train	2.0	negative	Customer Service	Direct Assurance	Be careful, beware of red alert This is a last warning for the cheaper gentlemen. Direct Insurance is the worst insurer of France. No problem when it takes mone
3951	train	3.0	neutral	Pricing	L'olivier Assurance	Received my new subscription with an increase of 200 euros when I have not declared any sinister bonus 50 ++ on simple proof of general increase in repairs and 
3952	train	5.0	positive	Other	MGP	Good evening Madam, sir. I have been insured at MGP since January 01, 1973. So I have nothing to complain about. Cordially. I am very happy with the MGP. Very g
3957	train	3.0	neutral	Customer Service	Sogessur	No exchange or communication between SOGESSUR and Texa External + No claim + Perpetual Document Reference + Texa Expertises and SOGESSUR remain continuously unr
3958	train	3.0	neutral	Customer Service	Allianz	No information on file monitoring. They answer us that they don't have their hands on the sinister service. Basically, we have to connect to find out where the 
3960	train	5.0	positive	Pricing	Direct Assurance	I am satisfied with the service, the price suits me, very competitive. The price is almost half compared to my old insurance. Clear and precise quote.
3961	train	1.0	negative	Claims Processing	Allianz	Insurer to flee !!! Try by all means not to compensate! Insurance nonexistent, you pay for years and then when the water damage arrives you are not compensated.
3964	train	5.0	positive	Enrollment	L'olivier Assurance	The prices are very attractive, the information is well described and the subscription process is simple and clear. Lack more than to finalize the contract :)
3966	train	2.0	negative	Pricing	Harmonie Mutuelle	My only health concerns is to have a very bad view, unfortunately the guarantees on the optics are not terrible at all (40 euros per glass even for a strong cor
3969	train	3.0	neutral	Cancellation	Direct Assurance	I change my insurance, because I want to be able to move and discuss a long way with my insurer. So I chose an agency near my home, in my village of Pernes les 
3970	train	3.0	neutral	Pricing	Direct Assurance	hello very satisfied with the level of service Very high price of my insurance premium for small claims that have cost your compania, an adapted rate should tak
3971	train	1.0	negative	Claims Processing	MGP	I have been at the MGP for 6 years for my son and I pay 80 €/month (I am 36 years old my son 6 years old). Lots of concerns since I was at mid -treatment, their
3972	train	1.0	negative	Other	Allianz	To flee like the plague !!! Everything is fine until we make payments ... As soon as you want to take over ... it becomes the obstacle course. Online it doesn't
3973	train	3.0	neutral	Claims Processing	Pacifica	I am very disappointed, being assured at Pacifica since 06/1998 and having no claim until June 2015, my oven which took lightning, I saw my invoice increased by
3976	train	3.0	neutral	Claims Processing	Cardif	Stop overnight ITT compensation while it is impossible to resume work after 2 stroke. Disability 2nd category. Lamentable! Do not respect the contract ...
3978	train	5.0	positive	Customer Service	GMF	Reliable, competitive, responsive, efficient customer insurance company for over 25 years, I am fully satisfied with the GMF and I recommend it without hesitati
3982	train	1.0	negative	Cancellation	GMF	Following the termination of my auto insurance contract, after more than 10 years, the GMF has ended the auto contract, but does not want to terminate body insu
3987	train	2.0	negative	Claims Processing	Allianz	Accident of 10/29/2021 at 8:05 p.m. not responsible 350 km from my home. Very important before shock. Recent vehicle. TOUN RISK C3 C3 warranty. Customer for 30 
3988	train	1.0	negative	Claims Processing	Pacifica	Too many exclusions in water damage. Received by an insolent young girl. Indeed wet wall and refusal of care because water entrance through the closed window an
3989	train	2.0	negative	Claims Processing	Matmut	Hello to you all fall out of car after calling assistance I was surprised by this woman who was unhappy with my call I was kindly asked to take into account my 
3992	train	1.0	negative	Claims Processing	L'olivier Assurance	After 2 claims, one of which is not responsible, he terminated me without notice for no reason. The last claim was not even treated, as not responsible was coun
3994	train	1.0	negative	Claims Processing	GMF	Victim of a road accident caused by a GMF insure. I suffered 5 operations and 2 transplants. Judicial expertise orders by a judge and well obviously expertise o
3995	train	4.0	positive	Pricing	Direct Assurance	I am waiting to receive the quote and see what the quote understands because not seen all the conditions because it is fast but we do not have what it understan
3998	train	1.0	negative	Cancellation	Pacifica	Notice to road offenders! Make sure Pacifica Drop accidents you will not be wrong! For them it is normal for an abruption to my left cuts off the road in a roun
3999	train	2.0	negative	Customer Service	Afer	Completely agree with other opinions. Advisor to take us for idiots and contradict themselves on the reasons for delay in buyout, there is always a paper that i
4000	train	3.0	neutral	Other	Santiane	Clear explanations
4007	train	5.0	positive	Customer Service	L'olivier Assurance	Customer service is of quality: the advisers are really at your disposal and offer you the best prices (which are really attractive :)
4008	train	3.0	neutral	Pricing	Assur O'Poil	Insurance has tripled in the space of two years because my dog ​​is diabetic of 30 euros I arrive at 110 euros per month and I am not better supported
4010	train	4.0	positive	Other	L'olivier Assurance	Loading...
4011	train	3.0	neutral	Other	Direct Assurance	Satisfied after the call I had on Saturday I had a very competent person to say. She knew how to explain to me and take her tempting with me the authorized that
